tree_number	newick	group_spans	group_convergence
1	(1,2,3,(4,5,(((6,7)6-7,8,9,10,11)6-11,12,13,14,15)6-15,16,17,18)4-18,19,20)1-20;	1-20;4-18;6-15;6-11;6-7	0;1;2;1;2
2	(1,2,3,(4,5,((6,(7,8,9,10,11)7-11)6-11,12,13,14,15)6-15,16,17,18)4-18,19,20)1-20;	1-20;4-18;6-15;6-11;7-11	0;1;2;1;2
3	(1,2,3,((4,5,(6,7)6-7)4-7,8,9,10,11,12,13,14,15,16,17,18)4-18,19,20)1-20;	1-20;4-18;4-7;6-7	0;1;1;2
