family_id	family_number	n_spans	newick
family_001	1	5	(((1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,((17,18,19,20,21,22,23,24,25,26)17-26,27)17-27)1-27,28)1-28,29)1-29;
family_002	2	4	(((1,2,3,4,5,6,7,8,9,10,11,(12,13,14,15,16,17,18)12-18,19,20,21,22,23,24,25,26,27)1-27,28)1-28,29)1-29;
family_003	3	4	(1,2,3,4,5,(6,7,8,9,10,11,12,13,14,15,16,((17,18,19,20,21,22,23,24,25,26)17-26,27)17-27,28,29)6-29)1-29;
family_004	4	3	(1,2,3,4,5,(6,7,8,9,10,11,(12,13,14,15,16,17,18)12-18,19,20,21,22,23,24,25,26,27,28,29)6-29)1-29;
