span_id	left	right	size	convergence	family_frequency	labels	domain_types	synthetic	span_chart_rank	blend_colour
1-32	1	32	32	0	1	(root)	(synthetic)	True		#000000
2-30	2	30	29	1	1	free occurrence maximal	indeterminate	False	2	#6F99AD
6-20	6	20	15	1	1	free occurrence minimal	indeterminate	False	1	#6F99AD
