family_id	span_id
family_001	1-22
family_001	2-22
family_001	3-21
family_001	5-17
family_001	5-18
family_001	5-19
family_001	5-21
family_001	6-8
family_001	6-17
family_001	9-17
family_001	10-13
family_001	10-16
family_001	10-17
family_002	1-22
family_002	2-22
family_002	3-21
family_002	5-17
family_002	5-18
family_002	5-19
family_002	5-21
family_002	6-8
family_002	6-17
family_002	9-17
family_002	10-16
family_002	10-17
family_002	13-15
family_003	1-22
family_003	2-22
family_003	3-21
family_003	5-6
family_003	5-17
family_003	5-18
family_003	5-19
family_003	5-21
family_003	9-17
family_003	10-13
family_003	10-16
family_003	10-17
family_004	1-22
family_004	2-22
family_004	3-21
family_004	5-6
family_004	5-17
family_004	5-18
family_004	5-19
family_004	5-21
family_004	9-17
family_004	10-16
family_004	10-17
family_004	13-15
family_005	1-22
family_005	2-22
family_005	3-21
family_005	5-6
family_005	5-18
family_005	5-19
family_005	5-21
family_005	9-17
family_005	9-18
family_005	10-13
family_005	10-16
family_005	10-17
family_006	1-22
family_006	2-22
family_006	3-21
family_006	5-6
family_006	5-18
family_006	5-19
family_006	5-21
family_006	9-17
family_006	9-18
family_006	10-16
family_006	10-17
family_006	13-15
family_007	1-22
family_007	2-22
family_007	3-21
family_007	5-6
family_007	5-18
family_007	5-19
family_007	5-21
family_007	9-18
family_007	10-13
family_007	10-16
family_007	10-17
family_007	10-18
family_008	1-22
family_008	2-22
family_008	3-21
family_008	5-6
family_008	5-18
family_008	5-19
family_008	5-21
family_008	9-18
family_008	10-16
family_008	10-17
family_008	10-18
family_008	13-15
family_009	1-22
family_009	2-22
family_009	3-21
family_009	5-18
family_009	5-19
family_009	5-21
family_009	6-8
family_009	9-17
family_009	9-18
family_009	10-13
family_009	10-16
family_009	10-17
family_010	1-22
family_010	2-22
family_010	3-21
family_010	5-18
family_010	5-19
family_010	5-21
family_010	6-8
family_010	9-17
family_010	9-18
family_010	10-16
family_010	10-17
family_010	13-15
family_011	1-22
family_011	2-22
family_011	3-21
family_011	5-18
family_011	5-19
family_011	5-21
family_011	6-8
family_011	9-18
family_011	10-13
family_011	10-16
family_011	10-17
family_011	10-18
family_012	1-22
family_012	2-22
family_012	3-21
family_012	5-18
family_012	5-19
family_012	5-21
family_012	6-8
family_012	9-18
family_012	10-16
family_012	10-17
family_012	10-18
family_012	13-15
family_013	1-22
family_013	2-22
family_013	3-21
family_013	5-17
family_013	5-18
family_013	5-19
family_013	5-21
family_013	6-8
family_013	6-10
family_013	6-17
family_013	13-15
family_014	1-22
family_014	2-22
family_014	3-21
family_014	5-6
family_014	5-13
family_014	5-17
family_014	5-18
family_014	5-19
family_014	5-21
family_014	10-13
family_015	1-22
family_015	2-22
family_015	3-21
family_015	5-13
family_015	5-17
family_015	5-18
family_015	5-19
family_015	5-21
family_015	6-8
family_015	6-10
family_016	1-22
family_016	2-22
family_016	3-21
family_016	5-13
family_016	5-17
family_016	5-18
family_016	5-19
family_016	5-21
family_016	6-8
family_016	10-13
family_017	1-22
family_017	2-22
family_017	3-21
family_017	5-6
family_017	5-13
family_017	5-19
family_017	5-21
family_017	10-13
family_017	17-19
family_018	1-22
family_018	2-22
family_018	3-21
family_018	5-6
family_018	5-19
family_018	5-21
family_018	10-13
family_018	10-16
family_018	17-19
family_019	1-22
family_019	2-22
family_019	3-21
family_019	5-6
family_019	5-19
family_019	5-21
family_019	10-16
family_019	13-15
family_019	17-19
family_020	1-22
family_020	2-22
family_020	3-21
family_020	5-13
family_020	5-19
family_020	5-21
family_020	6-8
family_020	6-10
family_020	17-19
family_021	1-22
family_021	2-22
family_021	3-21
family_021	5-13
family_021	5-19
family_021	5-21
family_021	6-8
family_021	10-13
family_021	17-19
family_022	1-22
family_022	2-22
family_022	3-21
family_022	5-19
family_022	5-21
family_022	6-8
family_022	6-10
family_022	13-15
family_022	17-19
family_023	1-22
family_023	2-22
family_023	3-21
family_023	5-19
family_023	5-21
family_023	6-8
family_023	10-13
family_023	10-16
family_023	17-19
family_024	1-22
family_024	2-22
family_024	3-21
family_024	5-19
family_024	5-21
family_024	6-8
family_024	10-16
family_024	13-15
family_024	17-19
