tree_number	newick	group_spans	group_convergence
1	(1,2,3,4,5,((6,(7,8)7-8,9,10,11,12)6-12,13,14,15,16,17,18,19,20)6-20)1-20;	1-20;6-20;6-12;7-8	0;1;1;1
2	((1,2,3,4,5,6,(7,8)7-8,9)1-9,10,11,12,13,14,15,16,17,18,19,20)1-20;	1-20;1-9;7-8	0;1;1
