family_id	family_number	n_spans	newick
family_001	1	8	(1,2,3,4,5,(6,((((((7,8,9,10)7-10,11)7-11,12)7-12,13,14,15,16,17,18,19,20)7-20,21,22)7-22,23,24)7-24)6-24,25,26,27,28)1-28;
family_002	2	8	(1,2,3,4,5,6,(((((((7,8,9,10)7-10,11)7-11,12)7-12,13,14,15,16,17,18,19,20)7-20,21,22)7-22,23,24)7-24,25,26)7-26,27,28)1-28;
family_003	3	6	(1,2,3,4,5,((6,(((7,8,9,10)7-10,11)7-11,12)7-12,13,14,15,16,17)6-17,18,19,20,21,22,23,24)6-24,25,26,27,28)1-28;
family_004	4	6	(1,2,3,4,5,(6,(((7,(8,9,10,11,12,13,14,15,16)8-16,17,18,19,20)7-20,21,22)7-22,23,24)7-24)6-24,25,26,27,28)1-28;
family_005	5	6	(1,2,3,4,5,6,((((7,(8,9,10,11,12,13,14,15,16)8-16,17,18,19,20)7-20,21,22)7-22,23,24)7-24,25,26)7-26,27,28)1-28;
family_006	6	5	(1,2,3,4,5,(6,(7,((8,9,10,11,12,13,14,15,16)8-16,17,18,19,20,21,22,23,24)8-24)7-24)6-24,25,26,27,28)1-28;
family_007	7	5	(1,2,3,4,5,6,((7,((8,9,10,11,12,13,14,15,16)8-16,17,18,19,20,21,22,23,24)8-24)7-24,25,26)7-26,27,28)1-28;
family_008	8	4	(1,2,3,4,5,((6,7,(8,9,10,11,12,13,14,15,16)8-16,17)6-17,18,19,20,21,22,23,24)6-24,25,26,27,28)1-28;
