tree_number	newick	group_spans	group_convergence
1	(1,2,3,4,(5,((((6,7,8)6-8,(9,10)9-10)6-10,11,12,13,14,15,16)6-16,17)6-17)5-17,18,19,20,21,22)1-22;	1-22;5-17;6-17;6-16;6-10;6-8;9-10	0;7;12;7;1;1;1
2	(1,2,3,4,(5,(((6,7,8)6-8,((9,10)9-10,11,12,13,14,15,16)9-16)6-16,17)6-17)5-17,18,19,20,21,22)1-22;	1-22;5-17;6-17;6-16;6-8;9-16;9-10	0;7;12;7;1;1;1
3	(1,2,3,4,(5,((6,7,8)6-8,(((9,10)9-10,11,12,13,14,15,16)9-16,17)9-17)6-17)5-17,18,19,20,21,22)1-22;	1-22;5-17;6-17;6-8;9-17;9-16;9-10	0;7;12;1;3;1;1
4	(1,2,3,4,(5,(((6,7,(8,(9,10)9-10)8-10)6-10,11,12,13,14,15,16)6-16,17)6-17)5-17,18,19,20,21,22)1-22;	1-22;5-17;6-17;6-16;6-10;8-10;9-10	0;7;12;7;1;1;1
5	(1,2,3,4,(5,((6,7,((8,(9,10)9-10)8-10,11,12,13,14,15,16)8-16)6-16,17)6-17)5-17,18,19,20,21,22)1-22;	1-22;5-17;6-17;6-16;8-16;8-10;9-10	0;7;12;7;2;1;1
6	(1,2,3,4,(5,((6,7,(8,((9,10)9-10,11,12,13,14,15,16)9-16)8-16)6-16,17)6-17)5-17,18,19,20,21,22)1-22;	1-22;5-17;6-17;6-16;8-16;9-16;9-10	0;7;12;7;2;1;1
7	(1,2,3,4,(5,(6,7,(((8,(9,10)9-10)8-10,11,12,13,14,15,16)8-16,17)8-17)6-17)5-17,18,19,20,21,22)1-22;	1-22;5-17;6-17;8-17;8-16;8-10;9-10	0;7;12;8;2;1;1
8	(1,2,3,4,(5,(6,7,((8,((9,10)9-10,11,12,13,14,15,16)9-16)8-16,17)8-17)6-17)5-17,18,19,20,21,22)1-22;	1-22;5-17;6-17;8-17;8-16;9-16;9-10	0;7;12;8;2;1;1
9	(1,2,3,4,(5,(6,7,(8,(((9,10)9-10,11,12,13,14,15,16)9-16,17)9-17)8-17)6-17)5-17,18,19,20,21,22)1-22;	1-22;5-17;6-17;8-17;9-17;9-16;9-10	0;7;12;8;3;1;1
