tree_number	newick	group_spans	strengths
1	(1,2,(3,4,5,6,7,8,9,((10,11,12)10-12,13,14,15)10-15)3-15,16,17,18,19,20,21,22,23,24,25,26,27,28)1-28;	1-28;3-15;10-15;10-12	2.2361;1.4142;2.0;1.4142
2	(1,2,(3,4,5,6,7,8,9,(10,(11,12,13,14)11-14,15)10-15)3-15,16,17,18,19,20,21,22,23,24,25,26,27,28)1-28;	1-28;3-15;10-15;11-14	2.2361;1.4142;2.0;1.7321
3	(1,2,3,4,5,6,7,8,9,(((10,11,12)10-12,13,14,15)10-15,16,17,18,19,20,21,22,23,24)10-24,25,26,27,28)1-28;	1-28;10-24;10-15;10-12	2.2361;1.7321;2.0;1.4142
4	(1,2,3,4,5,6,7,8,9,((10,(11,12,13,14)11-14,15)10-15,16,17,18,19,20,21,22,23,24)10-24,25,26,27,28)1-28;	1-28;10-24;10-15;11-14	2.2361;1.7321;2.0;1.7321
5	(1,2,3,4,5,6,7,8,9,(10,((11,12,13,14)11-14,15,16,17,18,19)11-19,20,21,22,23,24)10-24,25,26,27,28)1-28;	1-28;10-24;11-19;11-14	2.2361;1.7321;1.0;1.7321
