span_id	left	right	size	convergence	family_frequency	labels	domain_types	synthetic	span_chart_rank	blend_colour
1-29	1	29	29	0	2	(root)	(synthetic)	True		#000000
11-27	11	27	17	1	2	free occurrence maximal causative as bound form	indeterminate	False	5	#6F99AD
12-23	12	23	12	1	1	deviations cumulative exponence maximal many-to-one	indeterminate	False	1	#6F99AD
12-25	12	25	14	1	1	recursion based asyndetic minimal	indeterminate	False	3	#6F99AD
13-17	13	17	5	1	1	deviations extended exponence maximal one-to-many	indeterminate	False	2	#6F99AD
14-27	14	27	14	1	1	free occurrence maximal causative as free form	indeterminate	False	4	#6F99AD
