tree_number	newick	group_spans	strengths
1	(1,2,3,((4,5,((6,7,8,9,10,11)6-11,12,13,14)6-14,15)4-15,16,17)4-17,18)1-18;	1-18;4-17;4-15;6-14;6-11	1.4142;1.4142;1.4142;1.0;1.0
2	(1,2,3,(((4,5,6)4-6,7,8,9,10,11,12,13,14,15)4-15,16,17)4-17,18)1-18;	1-18;4-17;4-15;4-6	1.4142;1.4142;1.4142;1.0
