family_id	family_number	n_spans	newick
family_001	1	7	(1,(2,(3,(4,5,6,7,8,9,10,(11,12,13,(14,15,(16,17)16-17,18,19,20)14-20)11-20,21,22,23)4-23,24,25)3-25,26,27,28)2-28,29)1-29;
family_002	2	7	(1,(2,3,((4,5,6,7,8,9,10,(11,12,13,(14,15,(16,17)16-17,18,19,20)14-20)11-20,21,22,23)4-23,24,25,26,27,28)4-28)2-28,29)1-29;
family_003	3	6	(1,(2,(3,(4,(5,6,7,8,9,10,11,12,13,14,15,(16,17)16-17,18,19)5-19,20,21,22,23)4-23,24,25)3-25,26,27,28)2-28,29)1-29;
family_004	4	6	(1,(2,3,((4,(5,6,7,8,9,10,11,12,13,14,15,(16,17)16-17,18,19)5-19,20,21,22,23)4-23,24,25,26,27,28)4-28)2-28,29)1-29;
family_005	5	6	(1,(2,3,(4,5,6,7,8,9,10,11,(12,13,(14,15,(16,17)16-17,18,19,20)14-20,21,22,23,24,25,26)12-26,27,28)4-28)2-28,29)1-29;
