family_id	family_number	n_spans	newick
family_001	1	5	(1,2,3,4,5,6,((7,8,9,10,(11,(12,13,14,15,16,17,18,19)12-19)11-19)7-19,20)7-20,21,22,23,24)1-24;
family_002	2	5	(1,2,3,4,5,6,(7,8,9,10,((11,(12,13,14,15,16,17,18,19)12-19)11-19,20)11-20)7-20,21,22,23,24)1-24;
family_003	3	5	(1,2,3,4,5,6,(7,8,9,10,(11,((12,13,14,15,16,17,18,19)12-19,20)12-20)11-20)7-20,21,22,23,24)1-24;
