span_id	left	right	size	convergence	family_frequency	labels	domain_types	synthetic	span_chart_rank	blend_colour
1-42	1	42	42	0	1	(root)	(synthetic)	True		#000000
12-26	12	26	15	1	1	free occurrence minimal	indeterminate	False	2	#6F99AD
12-40	12	40	29	1	1	free occurrence maximal	indeterminate	False	1	#6F99AD
