tree_number	newick	group_spans	group_convergence
1	(1,((2,(3,4,5,(6,7,8,9,10,11,12,((13,14,(((15,(16,17,18,19)16-19)15-19,20)15-20,21)15-21)13-21,22,23,24,25)13-25,26,27,28)6-28,29)3-29)2-29,30,31)2-31)1-31;	1-31;2-31;2-29;3-29;6-28;13-25;13-21;15-21;15-20;15-19;16-19	0;1;1;1;2;1;1;2;2;5;1
2	(1,((2,(3,4,5,(6,7,8,9,10,11,12,((13,14,((15,16,17,18,(19,20)19-20)15-20,21)15-21)13-21,22,23,24,25)13-25,26,27,28)6-28,29)3-29)2-29,30,31)2-31)1-31;	1-31;2-31;2-29;3-29;6-28;13-25;13-21;15-21;15-20;19-20	0;1;1;1;2;1;1;2;2;1
3	(1,((2,(3,4,5,(6,7,8,9,10,11,12,13,14,((((15,(16,17,18,19)16-19)15-19,20)15-20,21)15-21,22,23,24,25,26,27,28)15-28)6-28,29)3-29)2-29,30,31)2-31)1-31;	1-31;2-31;2-29;3-29;6-28;15-28;15-21;15-20;15-19;16-19	0;1;1;1;2;7;2;2;5;1
4	(1,((2,(3,4,5,(6,7,8,9,10,11,12,13,14,(((15,16,17,18,(19,20)19-20)15-20,21)15-21,22,23,24,25,26,27,28)15-28)6-28,29)3-29)2-29,30,31)2-31)1-31;	1-31;2-31;2-29;3-29;6-28;15-28;15-21;15-20;19-20	0;1;1;1;2;7;2;2;1
5	(1,((2,((3,4,5,6,7,8,9,10,11,12,13,14,((15,(16,17,18,19)16-19)15-19,20)15-20)3-20,21,22,23,24,25,26,27,28,29)3-29)2-29,30,31)2-31)1-31;	1-31;2-31;2-29;3-29;3-20;15-20;15-19;16-19	0;1;1;1;1;2;5;1
6	(1,((2,(3,4,5,(6,7,8,9,10,11,12,13,14,(15,((16,17,18,19)16-19,20,21,22,23,24,25,26,27,28)16-28)15-28)6-28,29)3-29)2-29,30,31)2-31)1-31;	1-31;2-31;2-29;3-29;6-28;15-28;16-28;16-19	0;1;1;1;2;7;1;1
7	(1,((2,(3,4,5,(6,7,8,9,10,11,12,13,14,(15,(16,17,18,(19,20)19-20,21,22,23,24,25,26,27,28)16-28)15-28)6-28,29)3-29)2-29,30,31)2-31)1-31;	1-31;2-31;2-29;3-29;6-28;15-28;16-28;19-20	0;1;1;1;2;7;1;1
8	(1,((2,((3,4,5,6,7,8,9,10,11,12,13,14,(15,16,17,18,(19,20)19-20)15-20)3-20,21,22,23,24,25,26,27,28,29)3-29)2-29,30,31)2-31)1-31;	1-31;2-31;2-29;3-29;3-20;15-20;19-20	0;1;1;1;1;2;1
