tree_number	newick	group_spans	group_convergence
1	((1,2,3,4,5,(6,(((((7,8)7-8,9,10)7-10,11,12,13,14,15,16,17)7-17,18,19,20,21,22,23,24)7-24,25)7-25,26,27)6-27)1-27,28)1-28;	1-28;1-27;6-27;7-25;7-24;7-17;7-10;7-8	0;1;1;1;2;1;2;3
2	(1,2,3,4,5,((6,(((((7,8)7-8,9,10)7-10,11,12,13,14,15,16,17)7-17,18,19,20,21,22,23,24)7-24,25)7-25,26,27)6-27,28)6-28)1-28;	1-28;6-28;6-27;7-25;7-24;7-17;7-10;7-8	0;1;1;1;2;1;2;3
3	(((1,2,3,4,5,6,((((7,8)7-8,9,10)7-10,11,12,13,14,15,16,17)7-17,18,19,20,21,22,23,24)7-24)1-24,25,26,27)1-27,28)1-28;	1-28;1-27;1-24;7-24;7-17;7-10;7-8	0;1;1;2;1;2;3
4	((1,2,3,4,5,(6,(((7,(8,9,10,11,12)8-12,13,14,15,16,17)7-17,18,19,20,21,22,23,24)7-24,25)7-25,26,27)6-27)1-27,28)1-28;	1-28;1-27;6-27;7-25;7-24;7-17;8-12	0;1;1;1;2;1;1
5	((1,2,3,4,5,(6,((7,((8,9,10,11,12)8-12,13,14,15,16,17,18,19,20,21,22,23,24)8-24)7-24,25)7-25,26,27)6-27)1-27,28)1-28;	1-28;1-27;6-27;7-25;7-24;8-24;8-12	0;1;1;1;2;1;1
6	(1,2,3,4,5,((6,(((7,(8,9,10,11,12)8-12,13,14,15,16,17)7-17,18,19,20,21,22,23,24)7-24,25)7-25,26,27)6-27,28)6-28)1-28;	1-28;6-28;6-27;7-25;7-24;7-17;8-12	0;1;1;1;2;1;1
7	(1,2,3,4,5,((6,((7,((8,9,10,11,12)8-12,13,14,15,16,17,18,19,20,21,22,23,24)8-24)7-24,25)7-25,26,27)6-27,28)6-28)1-28;	1-28;6-28;6-27;7-25;7-24;8-24;8-12	0;1;1;1;2;1;1
8	(((1,2,3,4,5,6,((7,(8,9,10,11,12)8-12,13,14,15,16,17)7-17,18,19,20,21,22,23,24)7-24)1-24,25,26,27)1-27,28)1-28;	1-28;1-27;1-24;7-24;7-17;8-12	0;1;1;2;1;1
9	(((1,2,3,4,5,6,(7,((8,9,10,11,12)8-12,13,14,15,16,17,18,19,20,21,22,23,24)8-24)7-24)1-24,25,26,27)1-27,28)1-28;	1-28;1-27;1-24;7-24;8-24;8-12	0;1;1;2;1;1
