tree_number	newick	group_spans	strengths
1	(1,2,3,4,5,6,7,8,(((9,10)9-10,11,12,13,14,15,16)9-16,17)9-17,18,19,20,21)1-21;	1-21;9-17;9-16;9-10	1.7321;1.4142;1.4142;1.0
2	(1,2,3,4,5,6,7,8,((9,(10,11,12,13,14,15,16)10-16)9-16,17)9-17,18,19,20,21)1-21;	1-21;9-17;9-16;10-16	1.7321;1.4142;1.4142;1.4142
3	(1,2,3,4,5,6,7,8,9,(((10,11,12,13,14,15,16)10-16,17,18)10-18,19)10-19,20,21)1-21;	1-21;10-19;10-18;10-16	1.7321;1.0;1.0;1.4142
