tree_number	newick	group_spans	group_convergence
1	(1,2,3,4,(5,6,(7,((8,9,10)8-10,(11,(((12,13,14,15)12-15,16,17,18)12-18,19)12-19)11-19)8-19,20,21,22,23)7-23)5-23,24)1-24;	1-24;5-23;7-23;8-19;8-10;11-19;12-19;12-18;12-15	0;4;4;1;2;1;3;1;1
2	(1,2,3,4,(5,6,((7,8)7-8,9,10,(11,(((12,13,14,15)12-15,16,17,18)12-18,19)12-19)11-19,20,21,22,23)7-23)5-23,24)1-24;	1-24;5-23;7-23;7-8;11-19;12-19;12-18;12-15	0;4;4;1;1;3;1;1
3	(1,2,3,4,(5,6,((7,8)7-8,9,10,11,((12,13,14,15)12-15,16,17,18)12-18,(19,20,21)19-21,22,23)7-23)5-23,24)1-24;	1-24;5-23;7-23;7-8;12-18;12-15;19-21	0;4;4;1;1;1;1
4	(1,2,3,4,(5,6,(7,(8,9,10)8-10,11,((12,13,14,15)12-15,16,17,18)12-18,(19,20,21)19-21,22,23)7-23)5-23,24)1-24;	1-24;5-23;7-23;8-10;12-18;12-15;19-21	0;4;4;2;1;1;1
5	(1,2,3,4,(5,6,(7,(((8,9,10)8-10,11,12)8-12,13,14,15,16,17,18,19)8-19,20,21,22,23)7-23)5-23,24)1-24;	1-24;5-23;7-23;8-19;8-12;8-10	0;4;4;1;2;2
6	(1,2,3,4,(5,6,(7,((8,9,10)8-10,11,12)8-12,13,14,15,16,17,18,(19,20,21)19-21,22,23)7-23)5-23,24)1-24;	1-24;5-23;7-23;8-12;8-10;19-21	0;4;4;2;2;1
