group	kind	family_count	n
morphosyntactic	class	1	414
morphosyntactic	class	2	3535
morphosyntactic	class	3	1051
phonological	class	1	1400
phonological	class	2	3336
phonological	class	3	264
indeterminate	class	1	4236
indeterminate	class	2	764
morsyn_indet	bundle	1	48
morsyn_indet	bundle	2	2678
morsyn_indet	bundle	3	2274
