Serial_Order	Language_Name	Language_ID	Domain_ID	Domain_Type	Abstract_Type	CrossL_Fracture	MinMax_Fracture	Lspecific_Fracture	Left_Edge	Right_Edge	Convergence	Relative_Convergence	Size	Relative_Size	Largest	Position_Total	Tests_Total	Planar_ID	PW_Pattern	Test_Labels	CCDB_Test_Labels
395	Teotitlán del Valle Zapotec	teot1238	teot1238_v_ciscategorial.selection_maximal	morphosyntactic	ciscategorial.selection	NA	maximal	NA	4	14	1	0.05	11	0.39	28	28	21	teot1238_verbal	morphosyntactic	ciscategorial selection maximal	Ciscat. Sel. Max.
396	Teotitlán del Valle Zapotec	teot1238	teot1238_v_ciscategorial.selection_minimal	morphosyntactic	ciscategorial.selection	NA	minimal	NA	10	12	4	0.19	3	0.11	28	28	21	teot1238_verbal	morphosyntactic	ciscategorial selection minimal	Ciscat. Sel. Min.
397	Teotitlán del Valle Zapotec	teot1238	teot1238_v_deviations_allomorphy	indeterminate	deviations	allomorphy	NA	NA	10	13	1	0.05	4	0.14	28	28	21	teot1238_verbal	indeterminate	deviations allomorphy	Dev. Biunique.
398	Teotitlán del Valle Zapotec	teot1238	teot1238_v_free.occurrence_maximal	indeterminate	free.occurrence	NA	maximal	NA	4	22	2	0.1	19	0.68	28	28	21	teot1238_verbal	indeterminate	free occurrence maximal	Min Free Form Max.
399	Teotitlán del Valle Zapotec	teot1238	teot1238_v_free.occurrence_minimal	indeterminate	free.occurrence	NA	minimal	NA	10	12	4	0.19	3	0.11	28	28	21	teot1238_verbal	indeterminate	free occurrence minimal	Min Free Form Min.
400	Teotitlán del Valle Zapotec	teot1238	teot1238_v_noninterruption_complex	morphosyntactic	noninterruption	complex	NA	NA	10	15	3	0.14	6	0.21	28	28	21	teot1238_verbal	morphosyntactic	noninterruption complex	Non-interrupt. Simpl.
401	Teotitlán del Valle Zapotec	teot1238	teot1238_v_noninterruption_simplex	morphosyntactic	noninterruption	simplex	NA	NA	4	22	2	0.1	19	0.68	28	28	21	teot1238_verbal	morphosyntactic	noninterruption simplex	Non-interrupt. Compl.
402	Teotitlán del Valle Zapotec	teot1238	teot1238_v_nonpermutability	morphosyntactic	nonpermutability	NA	NA	NA	10	15	3	0.14	6	0.21	28	28	21	teot1238_verbal	morphosyntactic	nonpermutability	Non-permut.
403	Teotitlán del Valle Zapotec	teot1238	teot1238_v_recursion.based_maximal_serial.verb	morphosyntactic	recursion.based	NA	maximal	serial.verb	10	23	1	0.05	14	0.5	28	28	21	teot1238_verbal	morphosyntactic	recursion based maximal serial verb	Serial Verb Max.
404	Teotitlán del Valle Zapotec	teot1238	teot1238_v_recursion.based_minimal_serial.verb	indeterminate	recursion.based	NA	minimal	serial.verb	10	12	4	0.19	3	0.11	28	28	21	teot1238_verbal	morphosyntactic	recursion based minimal serial verb	Serial Verb Min.
405	Teotitlán del Valle Zapotec	teot1238	teot1238_v_segmental_consonant.dissimilation_glottal.dissimilation	phonological	segmental	consonant.dissimilation	NA	glottal.dissimilation	3	15	2	0.1	13	0.46	28	28	21	teot1238_verbal	dissimilation	segmental consonant dissimilation glottal dissimilation	Glottal Diss.
406	Teotitlán del Valle Zapotec	teot1238	teot1238_v_segmental_consonant.insertion_final.glottalization	phonological	segmental	consonant.insertion	NA	final.glottalization	1	28	4	0.19	28	1	28	28	21	teot1238_verbal	insertion	segmental consonant insertion final glottalization	Final Glottal.
407	Teotitlán del Valle Zapotec	teot1238	teot1238_v_segmental_syllabification_maximal_syllabification	phonological	segmental	syllabification	maximal	syllabification	1	28	4	0.19	28	1	28	28	21	teot1238_verbal	syllable	segmental syllabification maximal syllabification	Syllab. Max.
408	Teotitlán del Valle Zapotec	teot1238	teot1238_v_segmental_syllabification_minimal_syllabification	phonological	segmental	syllabification	minimal	syllabification	10	12	4	0.19	3	0.11	28	28	21	teot1238_verbal	syllable	segmental syllabification minimal syllabification	Syllab. Min.
409	Teotitlán del Valle Zapotec	teot1238	teot1238_v_suprasegmental_accent_maximal	phonological	suprasegmental	accent	maximal	NA	3	15	2	0.1	13	0.46	28	28	21	teot1238_verbal	stress	suprasegmental accent maximal	Accent Max.
410	Teotitlán del Valle Zapotec	teot1238	teot1238_v_suprasegmental_accent_minimal	phonological	suprasegmental	accent	minimal	NA	10	15	3	0.14	6	0.21	28	28	21	teot1238_verbal	stress	suprasegmental accent minimal	Accent Min.
411	Teotitlán del Valle Zapotec	teot1238	teot1238_v_suprasegmental_tone.sandhi_maximal_tone.sandhi	phonological	suprasegmental	tone.sandhi	maximal	tone.sandhi	1	28	4	0.19	28	1	28	28	21	teot1238_verbal	tone	suprasegmental tone sandhi maximal tone sandhi	Tone Sandhi Max.
412	Teotitlán del Valle Zapotec	teot1238	teot1238_v_suprasegmental_tone.sandhi_minimal_tone.sandhi	phonological	suprasegmental	tone.sandhi	minimal	tone.sandhi	11	19	1	0.05	9	0.32	28	28	21	teot1238_verbal	tone	suprasegmental tone sandhi minimal tone sandhi	Tone Sandhi Min.
413	Teotitlán del Valle Zapotec	teot1238	teot1238_v_suprasegmental_tone.spreading_maximal_mid.tone.spreading	phonological	suprasegmental	tone.spreading	maximal	mid.tone.spreading	1	28	4	0.19	28	1	28	28	21	teot1238_verbal	tone	suprasegmental tone spreading maximal mid tone spreading	Mid Tone Spread. Max.
414	Teotitlán del Valle Zapotec	teot1238	teot1238_v_suprasegmental_tone.spreading_minimal_mid.tone.spreading	phonological	suprasegmental	tone.spreading	minimal	mid.tone.spreading	11	14	1	0.05	4	0.14	28	28	21	teot1238_verbal	tone	suprasegmental tone spreading minimal mid tone spreading	Mid Tone Spread. Min.
415	Teotitlán del Valle Zapotec	teot1238	teot1238_v_suprasegmental_tone.spreading_rising.tone.levelling	phonological	suprasegmental	tone.spreading	NA	rising.tone.levelling	10	24	1	0.05	15	0.54	28	28	21	teot1238_verbal	tone	suprasegmental tone spreading rising tone levelling	Rising Tone Level.
