Serial_Order	Language_Name	Language_ID	Domain_ID	Domain_Type	Abstract_Type	CrossL_Fracture	MinMax_Fracture	Lspecific_Fracture	Left_Edge	Right_Edge	Convergence	Relative_Convergence	Size	Relative_Size	Largest	Position_Total	Tests_Total	Planar_ID	PW_Pattern	Test_Labels	CCDB_Test_Labels
357	South Bolivian Quechua	sout2991	sout2991_v_ciscategorial.selection_broad_maximal	morphosyntactic	ciscategorial.selection	broad	maximal	NA	2	41	1	0.05	40	0.95	42	42	20	sout2991_verbal	morphosyntactic	ciscategorial selection broad maximal	Ciscat. Sel. Max.
358	South Bolivian Quechua	sout2991	sout2991_v_ciscategorial.selection_minimal	morphosyntactic	ciscategorial.selection	NA	minimal	NA	12	25	1	0.05	14	0.33	42	42	20	sout2991_verbal	morphosyntactic	ciscategorial selection minimal	Ciscat. Sel. Min.
359	South Bolivian Quechua	sout2991	sout2991_v_ciscategorial.selection_narrow_maximal	morphosyntactic	ciscategorial.selection	narrow	maximal	NA	12	26	2	0.1	15	0.36	42	42	20	sout2991_verbal	morphosyntactic	ciscategorial selection narrow maximal	Ciscat. Sel. Max.
360	South Bolivian Quechua	sout2991	sout2991_v_free.occurrence_maximal	indeterminate	free.occurrence	NA	maximal	NA	12	40	1	0.05	29	0.69	42	42	20	sout2991_verbal	indeterminate	free occurrence maximal	Min Free Form Max.
361	South Bolivian Quechua	sout2991	sout2991_v_free.occurrence_minimal	indeterminate	free.occurrence	NA	minimal	NA	12	26	2	0.1	15	0.36	42	42	20	sout2991_verbal	indeterminate	free occurrence minimal	Min Free Form Min.
362	South Bolivian Quechua	sout2991	sout2991_v_noninterruption	morphosyntactic	noninterruption	NA	NA	NA	12	41	2	0.1	30	0.71	42	42	20	sout2991_verbal	morphosyntactic	noninterruption	Non-interrupt.
363	South Bolivian Quechua	sout2991	sout2991_v_noninterruption_complex	morphosyntactic	noninterruption	complex	NA	NA	12	21	2	0.1	10	0.24	42	42	20	sout2991_verbal	morphosyntactic	noninterruption complex	Non-interrupt.
364	South Bolivian Quechua	sout2991	sout2991_v_noninterruption_limitative.lla	morphosyntactic	noninterruption	NA	NA	limitative.lla	12	21	2	0.1	10	0.24	42	42	20	sout2991_verbal	morphosyntactic	noninterruption limitative lla	lla Non-interruptability
365	South Bolivian Quechua	sout2991	sout2991_v_nonpermutability_maximal_chi.(13).and.chi.(18).=.one.morpheme	morphosyntactic	nonpermutability	NA	maximal	chi.(13).and.chi.(18).=.one.morpheme	12	15	1	0.05	4	0.1	42	42	20	sout2991_verbal	morphosyntactic	nonpermutability maximal chi (13) and chi (18) = one morpheme	Non-permut.
366	South Bolivian Quechua	sout2991	sout2991_v_nonpermutability_minimal_chi.(13).and.chi.(18).not.one.morpheme	morphosyntactic	nonpermutability	NA	minimal	chi.(13).and.chi.(18).not.one.morpheme	12	12	1	0.05	1	0.02	42	42	20	sout2991_verbal	morphosyntactic	nonpermutability minimal chi (13) and chi (18) not one morpheme	Non-permut.
