Serial_Order	Language_Name	Language_ID	Domain_ID	Domain_Type	Abstract_Type	CrossL_Fracture	MinMax_Fracture	Lspecific_Fracture	Left_Edge	Right_Edge	Convergence	Relative_Convergence	Size	Relative_Size	Largest	Position_Total	Tests_Total	Planar_ID	PW_Pattern	Test_Labels	CCDB_Test_Labels
367	South Bolivian Quechua	sout2991	sout2991_v_recursion.based_asyndetic_maximal_clause.juxtaposition	morphosyntactic	recursion.based	asyndetic	maximal	clause.juxtaposition	1	42	1	0.05	42	1	42	42	20	sout2991_verbal	morphosyntactic	recursion based asyndetic maximal clause juxtaposition	Subspan Repetition
368	South Bolivian Quechua	sout2991	sout2991_v_recursion.based_asyndetic_minimal_clausal.juxtaposition.–.lax	morphosyntactic	recursion.based	asyndetic	minimal	clausal.juxtaposition.–.lax	12	18	2	0.1	7	0.17	42	42	20	sout2991_verbal	morphosyntactic	recursion based asyndetic minimal clausal juxtaposition – lax	Subspan Repetition
369	South Bolivian Quechua	sout2991	sout2991_v_recursion.based_asyndetic_minimal_clause.juxtaposition.–.strict	morphosyntactic	recursion.based	asyndetic	minimal	clause.juxtaposition.–.strict	12	18	2	0.1	7	0.17	42	42	20	sout2991_verbal	morphosyntactic	recursion based asyndetic minimal clause juxtaposition – strict	Subspan Repetition
370	South Bolivian Quechua	sout2991	sout2991_v_recursion.based_nominalization_maximal_clausal.nominalization	morphosyntactic	recursion.based	nominalization	maximal	clausal.nominalization	1	22	1	0.05	22	0.52	42	42	20	sout2991_verbal	morphosyntactic	recursion based nominalization maximal clausal nominalization	Subspan Repetition
371	South Bolivian Quechua	sout2991	sout2991_v_recursion.based_nominalization_minimal_clausal.nominalization	morphosyntactic	recursion.based	nominalization	minimal	clausal.nominalization	12	22	1	0.05	11	0.26	42	42	20	sout2991_verbal	morphosyntactic	recursion based nominalization minimal clausal nominalization	Subspan Repetition
372	South Bolivian Quechua	sout2991	sout2991_v_segmental_maximal	phonological	segmental	NA	maximal	NA	12	38	1	0.05	27	0.64	42	42	20	sout2991_verbal	assimilation	segmental maximal	Vowel lowering
373	South Bolivian Quechua	sout2991	sout2991_v_segmental_minimal	phonological	segmental	NA	minimal	NA	12	13	1	0.05	2	0.05	42	42	20	sout2991_verbal	assimilation	segmental minimal	Vowel lowering
374	South Bolivian Quechua	sout2991	sout2991_v_segmental_vowel-consonant.deletion_suffix.deletion	phonological	segmental	vowel-consonant.deletion	NA	suffix.deletion	1	29	1	0.05	29	0.69	42	42	20	sout2991_verbal	deletion	segmental vowel-consonant deletion suffix deletion	Final Syllable/suffix deletion
375	South Bolivian Quechua	sout2991	sout2991_v_suprasegmental_accent_maximal_stress	phonological	suprasegmental	accent	maximal	stress	12	41	2	0.1	30	0.71	42	42	20	sout2991_verbal	stress	suprasegmental accent maximal stress	Pitch Accent Max.
376	South Bolivian Quechua	sout2991	sout2991_v_suprasegmental_accent_minimal_stress	phonological	suprasegmental	accent	minimal	stress	12	29	1	0.05	18	0.43	42	42	20	sout2991_verbal	stress	suprasegmental accent minimal stress	Pitch Accent Min.
