x	left	right
0.0	0.0	0.0
0.09273182957393483	0.0	0.0
0.18546365914786966	0.0	0.0
0.2781954887218045	0.0	0.0
0.37092731829573933	0.0	0.0
0.46365914786967416	0.0	0.0
0.556390977443609	0.0	0.0
0.6491228070175439	0.0	0.0
0.7418546365914787	0.0	0.0
0.8345864661654134	0.0	0.0
0.9273182957393483	0.0	0.0
1.0200501253132832	0.0	0.0
1.112781954887218	0.0	0.0
1.2055137844611528	0.0	0.0
1.2982456140350878	0.0	0.0
1.3909774436090225	0.0	0.0
1.4837092731829573	0.0	0.0
1.576441102756892	0.0	0.0
1.6691729323308269	0.0	0.0
1.7619047619047619	0.0	0.0
1.8546365914786966	0.0	0.0
1.9473684210526314	0.0	0.0
2.0401002506265664	0.0	0.0
2.132832080200501	0.0	0.0
2.225563909774436	0.0	0.0
2.318295739348371	0.0	0.0
2.4110275689223055	0.0	0.0
2.5037593984962405	0.0	0.0
2.5964912280701755	0.0	0.0
2.68922305764411	0.0	0.0
2.781954887218045	0.0	0.0
2.8746867167919796	0.0	0.0
2.9674185463659146	0.0	0.0
3.0601503759398496	0.0	0.0
3.152882205513784	0.0	0.0
3.245614035087719	0.0	0.0
3.3383458646616537	0.0	0.0
3.4310776942355887	0.0	0.0
3.5238095238095237	0.0	0.0
3.6165413533834583	0.0	0.0
3.7092731829573933	0.0	0.0
3.8020050125313283	0.0	0.0
3.894736842105263	0.0	0.0
3.987468671679198	0.0	0.0
4.080200501253133	0.0	0.0
4.172932330827067	0.0	0.0
4.265664160401002	0.0	0.0
4.358395989974937	0.0	0.0
4.451127819548872	0.0	0.0
4.5438596491228065	0.0	0.0
4.636591478696742	0.0	0.0
4.7293233082706765	0.0	0.0
4.822055137844611	0.0	0.0
4.9147869674185465	0.0	0.0
5.007518796992481	0.0	0.0
5.100250626566416	0.0	0.0
5.192982456140351	0.0	0.0
5.285714285714286	0.0	0.0
5.37844611528822	0.0	0.0
5.471177944862155	0.0	0.0
5.56390977443609	0.0	0.0
5.656641604010025	0.0	0.0
5.749373433583959	0.0	0.0
5.842105263157895	0.0	0.0
5.934837092731829	0.0	0.0
6.027568922305764	0.0	0.0
6.120300751879699	0.0	0.0
6.213032581453634	0.0	0.0
6.305764411027568	0.0	0.0
6.398496240601504	0.0	0.0
6.491228070175438	0.0	0.0
6.583959899749373	0.0	0.0
6.6766917293233075	0.0	0.0
6.769423558897243	0.0	0.0
6.8621553884711775	0.0	0.0
6.954887218045112	0.0	0.0
7.0476190476190474	0.0	0.0
7.140350877192982	0.0	0.0
7.233082706766917	0.0	0.0
7.325814536340852	0.0	0.0
7.4185463659147866	0.0	0.0
7.511278195488721	0.0	0.0
7.6040100250626566	0.0	0.0
7.696741854636591	0.0	0.0
7.789473684210526	0.0	0.0
7.882205513784461	0.0	0.0
7.974937343358396	0.0	0.0
8.06766917293233	0.0	0.0
8.160401002506266	0.0	0.0
