family_id	span_id
family_001	1-20
family_001	3-15
family_001	6-8
family_001	6-9
family_001	6-12
family_001	7-8
family_002	1-20
family_002	6-8
family_002	6-9
family_002	6-12
family_002	6-20
family_002	7-8
family_003	1-9
family_003	1-20
family_003	6-8
family_003	6-9
family_003	7-8
family_004	1-20
family_004	3-15
family_004	6-9
family_004	6-12
family_004	8-9
family_005	1-20
family_005	3-15
family_005	6-12
family_005	8-9
family_005	8-11
family_006	1-20
family_006	6-9
family_006	6-12
family_006	6-20
family_006	8-9
family_007	1-20
family_007	6-12
family_007	6-20
family_007	8-9
family_007	8-11
family_008	1-20
family_008	6-20
family_008	8-9
family_008	8-11
family_008	8-20
family_009	1-9
family_009	1-20
family_009	6-9
family_009	8-9
