tree_number	newick	group_spans	group_convergence
1	(1,2,(3,(4,5,6,(7,8,9,(10,11,12,13)10-13)7-13)4-13,14,15,16)3-16,17,18,19,20,21)1-21;	1-21;3-16;4-13;7-13;10-13	3;1;2;5;4
2	(1,2,3,4,5,6,7,8,9,((10,11,12,13)10-13,14,15,16,17)10-17,18,19,20,21)1-21;	1-21;10-17;10-13	3;1;4
3	(1,2,3,4,5,6,7,8,9,(10,11,12,(13,14,15,16,17)13-17)10-17,18,19,20,21)1-21;	1-21;10-17;13-17	3;1;2
