family_id	span_id
family_001	1-12
family_001	2-6
family_001	2-8
family_001	2-10
family_001	2-12
family_001	3-4
family_001	3-5
family_001	3-6
family_002	1-12
family_002	2-12
family_002	3-4
family_002	3-5
family_002	3-6
family_002	3-12
family_003	1-12
family_003	2-12
family_003	3-12
family_003	4-10
family_003	4-12
family_004	1-12
family_004	2-10
family_004	2-12
family_004	4-10
