tree_number	newick	group_spans	strengths
1	(1,2,3,4,5,6,7,8,9,10,(11,((12,(13,14,15,16,17)13-17,18,19,20,21,22,23)12-23,24,25)12-25,26,27)11-27,28,29)1-29;	1-29;11-27;12-25;12-23;13-17	1.4142;1.4142;1.0;1.0;1.0
2	(1,2,3,4,5,6,7,8,9,10,(11,12,13,(14,15,16,17,18,19,20,21,22,23,24,25,26,27)14-27)11-27,28,29)1-29;	1-29;11-27;14-27	1.4142;1.4142;1.0
