group	kind	family_count	n
morphosyntactic	class	1	2524
morphosyntactic	class	2	2254
morphosyntactic	class	3	222
phonological	class	2	66
phonological	class	3	879
phonological	class	4	2410
phonological	class	5	1645
indeterminate	class	1	1387
indeterminate	class	2	2578
indeterminate	class	3	965
indeterminate	class	4	70
morsyn_indet	bundle	1	292
morsyn_indet	bundle	2	1578
morsyn_indet	bundle	3	2212
morsyn_indet	bundle	4	840
morsyn_indet	bundle	5	78
