family_id	span_id
family_001	1-21
family_001	2-20
family_001	3-16
family_001	5-16
family_001	7-13
family_001	7-14
family_001	10-13
family_002	1-21
family_002	2-20
family_002	3-16
family_002	4-13
family_002	7-13
family_002	10-13
family_003	1-21
family_003	2-20
family_003	7-13
family_003	7-14
family_003	7-17
family_003	10-13
family_004	1-21
family_004	2-20
family_004	7-17
family_004	10-13
family_004	10-17
family_005	1-21
family_005	2-20
family_005	7-17
family_005	10-17
family_005	13-17
