position	left_summed	left_capped	right_summed	right_capped
1	54	29	0	0
2	0	0	0	0
3	0	0	0	0
4	0	0	0	0
5	0	0	0	0
6	63	29	0	0
7	154	29	0	0
8	39	21	8	8
9	0	0	8	8
10	0	0	8	8
11	0	0	8	8
12	0	0	37	29
13	0	0	16	16
14	0	0	0	0
15	0	0	0	0
16	0	0	13	13
17	0	0	33	24
18	0	0	0	0
19	0	0	0	0
20	0	0	15	15
21	0	0	0	0
22	0	0	15	15
23	0	0	0	0
24	0	0	53	29
25	0	0	8	8
26	0	0	8	8
27	0	0	40	29
28	0	0	40	29
