tree_number	newick	group_spans	group_convergence
1	(1,2,(3,(4,5,6,7,8,9,(10,11,12,(13,14,15)13-15)10-15)4-15,16,17,18,19,20,21)3-21,22,23,24,25,26,27,28,29,30,31,32)1-32;	1-32;3-21;4-15;10-15;13-15	0;1;1;2;3
2	(1,2,(3,4,5,6,7,8,(9,(10,11,12,(13,14,15)13-15)10-15,16,17,18,19,20,21)9-21)3-21,22,23,24,25,26,27,28,29,30,31,32)1-32;	1-32;3-21;9-21;10-15;13-15	0;1;1;2;3
3	(1,2,(3,4,5,6,7,8,(9,10,(11,12,(13,14,15)13-15,16)11-16,17,18,19,20,21)9-21)3-21,22,23,24,25,26,27,28,29,30,31,32)1-32;	1-32;3-21;9-21;11-16;13-15	0;1;1;1;3
