family_id	family_number	n_spans	newick
family_001	1	4	(1,((2,3,(4,5,6,7,8,9,10,11,12,13)4-13,14,15,16,17,18,19,20)2-20,21,22,23)2-23,24)1-24;
family_002	2	4	(1,(2,3,((4,5,6,7,8,9,10,11,12,13)4-13,14,15,16,17,18,19,20,21,22)4-22,23)2-23,24)1-24;
family_003	3	4	(1,(2,3,(4,5,6,7,8,(9,10,11,12,13,14,15,16,17,18,19,20,21,22)9-22)4-22,23)2-23,24)1-24;
