span_id	left	right	size	convergence	family_frequency	labels	domain_types	synthetic	span_chart_rank	blend_colour
1-18	1	18	18	0	1	(root)	(synthetic)	True		#000000
4-14	4	14	11	1	1	recursion based minimal tso marked	indeterminate	False	2	#6F99AD
4-17	4	17	14	1	1	free occurrence maximal	indeterminate	False	1	#6F99AD
