tree_number	newick	group_spans	group_convergence
1	(1,((2,3,(4,5,6,7,8,9,10,11,12)4-12,13,14,15,16)2-16,17,18,19,20)2-20,21)1-21;	1-21;2-20;2-16;4-12	0;2;2;1
2	(1,((2,3,4,5,6,7,8,9,10,(11,12,13,14,15,16)11-16)2-16,17,18,19,20)2-20,21)1-21;	1-21;2-20;2-16;11-16	0;2;2;1
