family_id	family_number	n_spans	newick
family_001	1	7	(1,2,3,4,5,6,(7,((((8,9,10)8-10,(11,12)11-12)8-12,13,14,15,16,17,18)8-18,19)8-19)7-19,20,21,22,23,24)1-24;
family_002	2	7	(1,2,3,4,5,6,(7,(((8,9,10)8-10,((11,12)11-12,13,14,15,16,17,18)11-18)8-18,19)8-19)7-19,20,21,22,23,24)1-24;
family_003	3	7	(1,2,3,4,5,6,(7,((8,9,10)8-10,(((11,12)11-12,13,14,15,16,17,18)11-18,19)11-19)8-19)7-19,20,21,22,23,24)1-24;
family_004	4	7	(1,2,3,4,5,6,(7,(((8,9,(10,(11,12)11-12)10-12)8-12,13,14,15,16,17,18)8-18,19)8-19)7-19,20,21,22,23,24)1-24;
family_005	5	7	(1,2,3,4,5,6,(7,((8,9,((10,(11,12)11-12)10-12,13,14,15,16,17,18)10-18)8-18,19)8-19)7-19,20,21,22,23,24)1-24;
family_006	6	7	(1,2,3,4,5,6,(7,((8,9,(10,((11,12)11-12,13,14,15,16,17,18)11-18)10-18)8-18,19)8-19)7-19,20,21,22,23,24)1-24;
family_007	7	7	(1,2,3,4,5,6,(7,(8,9,(((10,(11,12)11-12)10-12,13,14,15,16,17,18)10-18,19)10-19)8-19)7-19,20,21,22,23,24)1-24;
family_008	8	7	(1,2,3,4,5,6,(7,(8,9,((10,((11,12)11-12,13,14,15,16,17,18)11-18)10-18,19)10-19)8-19)7-19,20,21,22,23,24)1-24;
family_009	9	7	(1,2,3,4,5,6,(7,(8,9,(10,(((11,12)11-12,13,14,15,16,17,18)11-18,19)11-19)10-19)8-19)7-19,20,21,22,23,24)1-24;
