position	left_summed	left_capped	right_summed	right_capped
1	12	12	0	0
2	0	0	0	0
3	4	4	0	0
4	9	7	0	0
5	0	0	0	0
6	0	0	0	0
7	0	0	0	0
8	0	0	0	0
9	0	0	0	0
10	22	9	0	0
11	9	7	0	0
12	0	0	5	5
13	0	0	5	5
14	0	0	11	9
15	0	0	10	8
16	0	0	0	0
17	0	0	0	0
18	0	0	0	0
19	0	0	2	2
20	0	0	0	0
21	0	0	0	0
22	0	0	5	5
23	0	0	3	3
24	0	0	3	3
25	0	0	0	0
26	0	0	0	0
27	0	0	0	0
28	0	0	12	12
