tree_number	newick	group_spans	group_convergence
1	(1,((2,3,(4,5,6,7,8,9,10,11,12,13)4-13,14,15,16,17,18,19,20)2-20,21,22,23)2-23,24)1-24;	1-24;2-23;2-20;4-13	0;2;1;1
2	(1,(2,3,((4,5,6,7,8,9,10,11,12,13)4-13,14,15,16,17,18,19,20,21,22)4-22,23)2-23,24)1-24;	1-24;2-23;4-22;4-13	0;2;1;1
3	(1,(2,3,(4,5,6,7,8,(9,10,11,12,13,14,15,16,17,18,19,20,21,22)9-22)4-22,23)2-23,24)1-24;	1-24;2-23;4-22;9-22	0;2;1;1
