tree_number	newick	group_spans	group_convergence
1	(1,(2,3,4,((5,6,(7,8,9,10,(11,12,13,14,15,16,17,18,19,20,21)11-21)7-21)5-21,22)5-22,23)2-23,24)1-24;	1-24;2-23;5-22;5-21;7-21;11-21	0;3;1;1;1;1
2	(1,(2,3,4,(5,6,((7,8,9,10,(11,12,13,14,15,16,17,18,19,20,21)11-21)7-21,22)7-22)5-22,23)2-23,24)1-24;	1-24;2-23;5-22;7-22;7-21;11-21	0;3;1;1;1;1
