tree_number	newick	group_spans	strengths
1	(1,2,3,4,5,6,((7,8,9,10,(11,(12,13,14,15,16,17,18,19)12-19)11-19)7-19,20)7-20)1-20;	1-20;7-20;7-19;11-19;12-19	1.7321;1.7321;1.0;1.4142;1.7321
2	(1,2,3,4,5,6,(7,8,9,10,((11,(12,13,14,15,16,17,18,19)12-19)11-19,20)11-20)7-20)1-20;	1-20;7-20;11-20;11-19;12-19	1.7321;1.7321;1.4142;1.4142;1.7321
3	(1,2,3,4,5,6,(7,8,9,10,(11,((12,13,14,15,16,17,18,19)12-19,20)12-20)11-20)7-20)1-20;	1-20;7-20;11-20;12-20;12-19	1.7321;1.7321;1.4142;1.0;1.7321
