family_id	family_number	n_spans	newick
family_001	1	5	(1,2,(3,(4,5,6,(7,8,9,(10,11,12,13)10-13)7-13)4-13,14,15,16)3-16,17,18,19,20,21)1-21;
family_002	2	3	(1,2,3,4,5,6,7,8,9,((10,11,12,13)10-13,14,15,16,17)10-17,18,19,20,21)1-21;
family_003	3	3	(1,2,3,4,5,6,7,8,9,(10,11,12,(13,14,15,16,17)13-17)10-17,18,19,20,21)1-21;
