tree_number	newick	group_spans	group_convergence
1	(1,(2,(3,(4,5,6,7,8,9,10,11,12,13,14,15,16,((17,18)17-18,19,20)17-20,21,22,23,24,25)4-25)3-25,26)2-26,27)1-27;	1-27;2-26;3-25;4-25;17-20;17-18	0;1;1;1;2;1
2	(1,2,3,((4,5,6,7,8,9,10,11,12,13,14,15,16,((17,18)17-18,19,20)17-20,21,22,23,24,25)4-25,26,27)4-27)1-27;	1-27;4-27;4-25;17-20;17-18	0;1;1;2;1
