tree_number	newick	group_spans	group_convergence
1	(1,2,3,4,5,(6,((((((7,8,9,10)7-10,11)7-11,12)7-12,13,14,15,16,17,18,19,20)7-20,21,22)7-22,23,24)7-24)6-24,25,26,27,28)1-28;	1-28;6-24;7-24;7-22;7-20;7-12;7-11;7-10	1;2;1;1;1;1;1;1
2	(1,2,3,4,5,6,(((((((7,8,9,10)7-10,11)7-11,12)7-12,13,14,15,16,17,18,19,20)7-20,21,22)7-22,23,24)7-24,25,26)7-26,27,28)1-28;	1-28;7-26;7-24;7-22;7-20;7-12;7-11;7-10	1;1;1;1;1;1;1;1
3	(1,2,3,4,5,((6,(((7,8,9,10)7-10,11)7-11,12)7-12,13,14,15,16,17)6-17,18,19,20,21,22,23,24)6-24,25,26,27,28)1-28;	1-28;6-24;6-17;7-12;7-11;7-10	1;2;2;1;1;1
4	(1,2,3,4,5,(6,(((7,(8,9,10,11,12,13,14,15,16)8-16,17,18,19,20)7-20,21,22)7-22,23,24)7-24)6-24,25,26,27,28)1-28;	1-28;6-24;7-24;7-22;7-20;8-16	1;2;1;1;1;1
5	(1,2,3,4,5,6,((((7,(8,9,10,11,12,13,14,15,16)8-16,17,18,19,20)7-20,21,22)7-22,23,24)7-24,25,26)7-26,27,28)1-28;	1-28;7-26;7-24;7-22;7-20;8-16	1;1;1;1;1;1
6	(1,2,3,4,5,(6,(7,((8,9,10,11,12,13,14,15,16)8-16,17,18,19,20,21,22,23,24)8-24)7-24)6-24,25,26,27,28)1-28;	1-28;6-24;7-24;8-24;8-16	1;2;1;1;1
7	(1,2,3,4,5,6,((7,((8,9,10,11,12,13,14,15,16)8-16,17,18,19,20,21,22,23,24)8-24)7-24,25,26)7-26,27,28)1-28;	1-28;7-26;7-24;8-24;8-16	1;1;1;1;1
8	(1,2,3,4,5,((6,7,(8,9,10,11,12,13,14,15,16)8-16,17)6-17,18,19,20,21,22,23,24)6-24,25,26,27,28)1-28;	1-28;6-24;6-17;8-16	1;2;2;1
