family_id	family_number	n_spans	newick
family_001	1	3	((1,(2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17)2-17,18,19,20,21)1-21,22,23,24)1-24;
family_002	2	3	(1,((2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17)2-17,18,19,20,21,22)2-22,23,24)1-24;
family_003	3	3	(1,(2,3,4,5,6,7,8,9,10,11,(12,13,14,15,16,17,18,19,20,21,22)12-22)2-22,23,24)1-24;
