span_id	left	right	size	convergence	family_frequency	labels	domain_types	synthetic	span_chart_rank	blend_colour
1-21	1	21	21	1	1	recursion based nominalization maximal	morphosyntactic	False	1	#BC3C29
1-24	1	24	24	1	3	recursion based asyndetic maximal	morphosyntactic	False		#BC3C29
2-17	2	17	16	1	2	nonpermutability rigid minimal	morphosyntactic	False	3	#BC3C29
2-22	2	22	21	3	2	ciscategorial selection maximal|noninterruption|nonpermutability rigid maximal	morphosyntactic	False	4	#BC3C29
12-22	12	22	11	1	1	ciscategorial selection minimal	morphosyntactic	False	2	#BC3C29
