family_id	family_number	n_spans	newick
family_001	1	8	(1,((2,3,(4,((5,6,(7,8,9,10,(11,12,13,14,15,16,17,18,19,20,21)11-21)7-21)5-21,22)5-22)4-22)2-22,23)2-23,24)1-24;
family_002	2	8	(1,((2,3,(4,(5,6,((7,8,9,10,(11,12,13,14,15,16,17,18,19,20,21)11-21)7-21,22)7-22)5-22)4-22)2-22,23)2-23,24)1-24;
family_003	3	8	(1,((2,3,(4,(5,6,(7,8,(9,10,(11,12,13,14,15,16,17,18,19,20,21)11-21,22)9-22)7-22)5-22)4-22)2-22,23)2-23,24)1-24;
family_004	4	8	(1,((2,3,(4,(5,6,(7,8,(9,10,11,(12,13,14,15,16,17,18,19,20,21,22)12-22)9-22)7-22)5-22)4-22)2-22,23)2-23,24)1-24;
family_005	5	6	(1,((((2,3,(4,5,6,7,8,9,10,11,12,13)4-13,14,15,16,17)2-17,18,19,20)2-20,21,22)2-22,23)2-23,24)1-24;
family_006	6	5	((1,((2,3,(4,5,6,7,8,9,10,11,12,13)4-13,14,15,16,17)2-17,18,19,20)2-20,21)1-21,22,23,24)1-24;
family_007	7	5	((1,2,3,4,(5,6,(7,8,9,10,(11,12,13,14,15,16,17,18,19,20,21)11-21)7-21)5-21)1-21,22,23,24)1-24;
family_008	8	5	(1,((2,3,((4,5,6,7,8,9,10,11,12,13)4-13,14,15,16,17,18,19,20,21,22)4-22)2-22,23)2-23,24)1-24;
