tree_number	newick	group_spans	group_convergence
1	(1,(2,3,4,5,6,7,8,9,10,11,(((((((((((12,13)12-13,14,15)12-15,16,17,18)12-18,19,20,21)12-21,22)12-22,23,24,25)12-25,26)12-26,27,28,29)12-29,30,31,32,33,34,35,36,37,38)12-38,39,40)12-40,41)12-41)2-41,42)1-42;	1-42;2-41;12-41;12-40;12-38;12-29;12-26;12-25;12-22;12-21;12-18;12-15;12-13	1;1;2;1;1;1;2;1;1;2;2;1;1
2	((1,2,3,4,5,6,7,8,9,10,11,((((((((12,13)12-13,14,15)12-15,16,17,18)12-18,19,20,21)12-21,22)12-22,23,24,25)12-25,26)12-26,27,28,29)12-29)1-29,30,31,32,33,34,35,36,37,38,39,40,41,42)1-42;	1-42;1-29;12-29;12-26;12-25;12-22;12-21;12-18;12-15;12-13	1;1;1;2;1;1;2;2;1;1
3	(((1,2,3,4,5,6,7,8,9,10,11,(((((12,13)12-13,14,15)12-15,16,17,18)12-18,19,20,21)12-21,22)12-22)1-22,23,24,25,26,27,28,29)1-29,30,31,32,33,34,35,36,37,38,39,40,41,42)1-42;	1-42;1-29;1-22;12-22;12-21;12-18;12-15;12-13	1;1;1;1;2;2;1;1
