family_id	span_id
family_001	1-42
family_001	2-41
family_001	12-13
family_001	12-15
family_001	12-18
family_001	12-21
family_001	12-22
family_001	12-25
family_001	12-26
family_001	12-29
family_001	12-38
family_001	12-40
family_001	12-41
family_002	1-29
family_002	1-42
family_002	12-13
family_002	12-15
family_002	12-18
family_002	12-21
family_002	12-22
family_002	12-25
family_002	12-26
family_002	12-29
family_003	1-22
family_003	1-29
family_003	1-42
family_003	12-13
family_003	12-15
family_003	12-18
family_003	12-21
family_003	12-22
