group	kind	family_count	n
morphosyntactic	class	1	598
morphosyntactic	class	2	2490
morphosyntactic	class	3	1912
phonological	class	1	2896
phonological	class	2	2003
phonological	class	3	101
indeterminate	class	1	4602
indeterminate	class	2	398
morsyn_indet	bundle	1	304
morsyn_indet	bundle	2	2045
morsyn_indet	bundle	3	2651
