position	left_summed	left_capped	right_summed	right_capped
1	0	0	0	0
2	2	2	0	0
3	2	2	0	0
4	6	4	0	0
5	0	0	0	0
6	0	0	0	0
7	0	0	0	0
8	0	0	0	0
9	0	0	0	0
10	0	0	0	0
11	0	0	0	0
12	0	0	0	0
13	0	0	0	0
14	0	0	0	0
15	0	0	0	0
16	0	0	0	0
17	6	4	0	0
18	4	2	2	2
19	0	0	2	2
20	0	0	6	4
21	0	0	0	0
22	0	0	0	0
23	0	0	0	0
24	0	0	0	0
25	0	0	6	4
26	0	0	2	2
27	0	0	2	2
