tree_number	newick	group_spans	strengths
1	(((1,2,(3,4,5,((6,7)6-7,8,9)6-9,10,11)3-11)1-11,12,13)1-13,14)1-14;	1-14;1-13;1-11;3-11;6-9;6-7	1.4142;1.4142;1.0;1.4142;1.4142;1.4142
2	((1,2,((3,4,5,((6,7)6-7,8,9)6-9,10,11)3-11,12,13)3-13)1-13,14)1-14;	1-14;1-13;3-13;3-11;6-9;6-7	1.4142;1.4142;1.0;1.4142;1.4142;1.4142
