span_id	left	right	size	convergence	family_frequency	labels	domain_types	synthetic	span_chart_rank	blend_colour
1-21	1	21	21	0	3	(root)	(synthetic)	True		#000000
2-3	2	3	2	1	3	recursion based complementation complement1	morphosyntactic	False	6	#BC3C29
2-4	2	4	3	1	1	recursion based complementation complement2	morphosyntactic	False	1	#BC3C29
2-7	2	7	6	1	1	recursion based complementation complement3	morphosyntactic	False	2	#BC3C29
2-16	2	16	15	9	3	ciscategorial selection minimal|free occurrence minimal|noninterruption|nonpermutability rigid|recursion based complementation complement say|repair minimal|segmental consonant coalescence uvular-velar consonant coalescence|segmental consonant deletion vvv clusteravoidance|suprasegmental accent minimal	indeterminate|morphosyntactic|phonological	False	8	#6E7367
2-20	2	20	19	4	3	free occurrence maximal|nonpermutability scopal|repair maximal|suprasegmental accent maximal	indeterminate|morphosyntactic|phonological	False	7	#6E7367
4-12	4	12	9	1	1	deviations cumulative exponence cumulative exponence and suppletion involving negation	indeterminate	False	3	#6F99AD
4-16	4	16	13	1	2	ciscategorial selection maximal	morphosyntactic	False	5	#BC3C29
11-16	11	16	6	1	2	deviations extended exponence nonbiunique marking of mood and person/number of s/a/o	indeterminate	False	4	#6F99AD
