position	left_summed	left_capped	right_summed	right_capped
1	0	0	0	0
2	11	3	0	0
3	0	0	3	3
4	3	2	1	1
5	0	0	0	0
6	0	0	0	0
7	0	0	1	1
8	0	0	0	0
9	0	0	0	0
10	0	0	0	0
11	2	2	0	0
12	0	0	1	1
13	0	0	0	0
14	0	0	0	0
15	0	0	0	0
16	0	0	7	3
17	0	0	0	0
18	0	0	0	0
19	0	0	0	0
20	0	0	3	3
21	0	0	0	0
