family_id	family_number	n_spans	newick
family_001	1	7	(1,(((((2,3)2-3,4)2-4,5,6,7)2-7,8,9,10,(11,12,13,14,15,16)11-16)2-16,17,18,19,20)2-20,21)1-21;
family_002	2	6	(1,(((2,3)2-3,((4,5,6,7,8,9,10,11,12)4-12,13,14,15,16)4-16)2-16,17,18,19,20)2-20,21)1-21;
family_003	3	6	(1,(((2,3)2-3,(4,5,6,7,8,9,10,(11,12,13,14,15,16)11-16)4-16)2-16,17,18,19,20)2-20,21)1-21;
