family_id	family_number	n_spans	newick
family_001	1	8	(1,2,(3,((4,5,((((6,7)6-7,8,9,10,11)6-11,12,13,14)6-14,15)6-15)4-15,16,17,18)4-18)3-18,19,20)1-20;
family_002	2	8	(1,2,(3,((4,5,(((6,(7,8,9,10,11)7-11)6-11,12,13,14)6-14,15)6-15)4-15,16,17,18)4-18)3-18,19,20)1-20;
family_003	3	8	(1,2,(3,(4,5,(((((6,7)6-7,8,9,10,11)6-11,12,13,14)6-14,15)6-15,16,17,18)6-18)4-18)3-18,19,20)1-20;
family_004	4	8	(1,2,(3,(4,5,((((6,(7,8,9,10,11)7-11)6-11,12,13,14)6-14,15)6-15,16,17,18)6-18)4-18)3-18,19,20)1-20;
family_005	5	7	(1,2,3,4,5,((((((6,7)6-7,8,9,10,11)6-11,12,13,14)6-14,15)6-15,16,17,18)6-18,19)6-19,20)1-20;
family_006	6	7	(1,2,3,4,5,(((((6,(7,8,9,10,11)7-11)6-11,12,13,14)6-14,15)6-15,16,17,18)6-18,19)6-19,20)1-20;
family_007	7	6	(1,2,(3,(((4,5,(6,7)6-7)4-7,8,9,10,11,12,13,14,15)4-15,16,17,18)4-18)3-18,19,20)1-20;
