family_id	family_number	n_spans	newick
family_001	1	5	(1,2,3,((4,5,((6,7,8,9,10,11)6-11,12,13,14)6-14,15)4-15,16,17)4-17,18)1-18;
family_002	2	4	(1,2,3,(((4,5,6)4-6,7,8,9,10,11,12,13,14,15)4-15,16,17)4-17,18)1-18;
