position	left_summed	left_capped	right_summed	right_capped
1	69	69	0	0
2	69	69	0	0
3	69	69	0	0
4	0	0	0	0
5	260	69	0	0
6	73	45	24	24
7	0	0	0	0
8	49	36	24	24
9	102	65	0	0
10	79	42	46	27
11	0	0	0	0
12	0	0	0	0
13	40	40	33	29
14	0	0	0	0
15	0	0	40	40
16	0	0	112	59
17	18	18	117	51
18	0	0	69	51
19	0	0	87	69
20	0	0	0	0
21	0	0	138	69
22	0	0	138	69
