position	left_summed	left_capped	right_summed	right_capped
1	2	2	0	0
2	5	2	0	0
3	3	1	0	0
4	1	1	1	1
5	0	0	1	1
6	0	0	2	1
7	0	0	0	0
8	0	0	1	1
9	0	0	0	0
10	0	0	1	1
11	0	0	0	0
12	0	0	5	2
