tree_number	newick	group_spans	group_convergence
1	(1,2,(3,4,5,6,7,8,9,((10,11,12)10-12,13,14,15)10-15)3-15,16,17,18,19,20,21,22,23,24,25,26,27,28)1-28;	1-28;3-15;10-15;10-12	4;2;1;1
2	(1,2,(3,4,5,6,7,8,9,(10,(11,12,13,14)11-14,15)10-15)3-15,16,17,18,19,20,21,22,23,24,25,26,27,28)1-28;	1-28;3-15;10-15;11-14	4;2;1;1
3	(1,2,3,4,5,6,7,8,9,(((10,11,12)10-12,13,14,15)10-15,16,17,18,19,20,21,22,23,24)10-24,25,26,27,28)1-28;	1-28;10-24;10-15;10-12	4;1;1;1
4	(1,2,3,4,5,6,7,8,9,((10,(11,12,13,14)11-14,15)10-15,16,17,18,19,20,21,22,23,24)10-24,25,26,27,28)1-28;	1-28;10-24;10-15;11-14	4;1;1;1
5	(1,2,3,4,5,6,7,8,9,(10,((11,12,13,14)11-14,15,16,17,18,19)11-19,20,21,22,23,24)10-24,25,26,27,28)1-28;	1-28;10-24;11-19;11-14	4;1;1;1
