position	left_summed	left_capped	right_summed	right_capped
1	4	2	0	0
2	0	0	0	0
3	0	0	0	0
4	0	0	0	0
5	3	2	0	0
6	0	0	2	2
7	0	0	0	0
8	2	2	0	0
9	0	0	0	0
10	0	0	0	0
11	0	0	2	2
12	0	0	0	0
13	0	0	1	1
14	0	0	1	1
15	0	0	3	2
