family_id	family_number	n_spans	newick
family_001	1	5	(((1,2,3,4,(5,6)5-6,7,(8,9,10,11)8-11,12,13)1-13,14)1-14,15)1-15;
family_002	2	4	(1,2,3,4,((5,6)5-6,7,(8,9,10,11)8-11,12,13,14,15)5-15)1-15;
