family_id	family_number	n_spans	newick
family_001	1	5	(1,2,(3,(4,5,6,7,8,9,(10,11,12,(13,14,15)13-15)10-15)4-15,16,17,18,19,20,21)3-21,22,23,24,25,26,27,28,29,30,31,32)1-32;
family_002	2	5	(1,2,(3,4,5,6,7,8,(9,(10,11,12,(13,14,15)13-15)10-15,16,17,18,19,20,21)9-21)3-21,22,23,24,25,26,27,28,29,30,31,32)1-32;
family_003	3	5	(1,2,(3,4,5,6,7,8,(9,10,(11,12,(13,14,15)13-15,16)11-16,17,18,19,20,21)9-21)3-21,22,23,24,25,26,27,28,29,30,31,32)1-32;
