tree_number	newick	group_spans	strengths
1	(1,(((((2,3)2-3,4)2-4,5,6,7)2-7,8,9,10,(11,12,13,14,15,16)11-16)2-16,17,18,19,20)2-20)1-20;	1-20;2-20;2-16;2-7;2-4;2-3;11-16	1.7321;1.7321;1.7321;1.0;1.0;1.7321;1.4142
2	(1,(((2,3)2-3,((4,5,6,7,8,9,10,11,12)4-12,13,14,15,16)4-16)2-16,17,18,19,20)2-20)1-20;	1-20;2-20;2-16;2-3;4-16;4-12	1.7321;1.7321;1.7321;1.7321;1.4142;1.0
3	(1,(((2,3)2-3,(4,5,6,7,8,9,10,(11,12,13,14,15,16)11-16)4-16)2-16,17,18,19,20)2-20)1-20;	1-20;2-20;2-16;2-3;4-16;11-16	1.7321;1.7321;1.7321;1.7321;1.4142;1.4142
