family_id	family_number	n_spans	newick
family_001	1	7	(1,2,(((3,4,((5,(6,7)6-7,8,9)5-9,10,11)5-11)3-11,12,13)3-13,14)3-14)1-14;
family_002	2	7	(1,2,((3,(4,((5,(6,7)6-7,8,9)5-9,10,11)5-11,12,13)4-13)3-13,14)3-14)1-14;
family_003	3	6	(1,2,(((3,((4,5,6)4-6,7)4-7,8,9,10,11)3-11,12,13)3-13,14)3-14)1-14;
family_004	4	6	(1,2,(((3,(4,5,(6,7)6-7)4-7,8,9,10,11)3-11,12,13)3-13,14)3-14)1-14;
family_005	5	6	(1,2,((3,(((4,5,6)4-6,7)4-7,8,9,10,11,12,13)4-13)3-13,14)3-14)1-14;
family_006	6	6	(1,2,((3,((4,5,(6,7)6-7)4-7,8,9,10,11,12,13)4-13)3-13,14)3-14)1-14;
family_007	7	6	(1,2,(3,4,(((5,(6,7)6-7,8,9)5-9,10,11)5-11,12,13,14)5-14)3-14)1-14;
