position	left_summed	left_capped	right_summed	right_capped
1	0	0	0	0
2	0	0	0	0
3	16	7	0	0
4	9	5	0	0
5	7	3	0	0
6	5	5	2	2
7	0	0	9	7
8	0	0	0	0
9	0	0	3	3
10	0	0	0	0
11	0	0	6	5
12	0	0	0	0
13	0	0	9	6
14	0	0	8	7
