tree_number	newick	group_spans	strengths
1	(1,(2,(3,4,(5,((6,7,8)6-8,(9,(((10,11,12,13)10-13,14,15,16)10-16,17)10-17)9-17)6-17,18,19,20,21)5-21)3-21,22)2-22)1-22;	1-22;2-22;3-21;5-21;6-17;6-8;9-17;10-17;10-16;10-13	2.4495;2.4495;2.4495;2.4495;1.4142;2.0;1.4142;1.4142;2.0;2.0
2	(1,(2,(3,4,((5,6)5-6,7,8,(9,(((10,11,12,13)10-13,14,15,16)10-16,17)10-17)9-17,18,19,20,21)5-21)3-21,22)2-22)1-22;	1-22;2-22;3-21;5-21;5-6;9-17;10-17;10-16;10-13	2.4495;2.4495;2.4495;2.4495;1.4142;1.4142;1.4142;2.0;2.0
3	(1,(2,(3,4,((5,6)5-6,7,8,9,((10,11,12,13)10-13,14,15,16)10-16,(17,18,19)17-19,20,21)5-21)3-21,22)2-22)1-22;	1-22;2-22;3-21;5-21;5-6;10-16;10-13;17-19	2.4495;2.4495;2.4495;2.4495;1.4142;2.0;2.0;1.7321
4	(1,(2,(3,4,(5,(6,7,8)6-8,9,((10,11,12,13)10-13,14,15,16)10-16,(17,18,19)17-19,20,21)5-21)3-21,22)2-22)1-22;	1-22;2-22;3-21;5-21;6-8;10-16;10-13;17-19	2.4495;2.4495;2.4495;2.4495;2.0;2.0;2.0;1.7321
5	(1,(2,(3,4,(5,(((6,7,8)6-8,9,10)6-10,11,12,13,14,15,16,17)6-17,18,19,20,21)5-21)3-21,22)2-22)1-22;	1-22;2-22;3-21;5-21;6-17;6-10;6-8	2.4495;2.4495;2.4495;2.4495;1.4142;1.4142;2.0
6	(1,(2,(3,4,(5,((6,7,8)6-8,9,10)6-10,11,12,13,14,15,16,(17,18,19)17-19,20,21)5-21)3-21,22)2-22)1-22;	1-22;2-22;3-21;5-21;6-10;6-8;17-19	2.4495;2.4495;2.4495;2.4495;1.4142;2.0;1.7321
